dataflow_id,agency_id,original_name,friendly_name
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB31,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 31 - Informal economies and informal employment,africa_informal_economies_employment
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB33,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 33 - Education mismatch,africa_education_mismatch
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB34,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 34 - Mean years of education,africa_mean_years_education
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB35,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 35 - Employment by occupation,africa_employment_by_occupation
DSD_AFDD_STAT_ANNEX_RECENT@DF_TAB36,OECD.DEV.EMEA,Africa's Development Dynamics (AfDD) Table 36 - Employment by business activity and skill level,africa_employment_activity_skill
DSD_AFDD_STAT_ANNEX_RECENT@DF_TABALL,OECD.DEV.EMEA,"Africa's Development Dynamics (AfDD) - all tables, all indicators",africa_development_all_tables
DSD_KIIBIH@DF_B10,OECD.DEV.LAC,Households with workers living with less than international poverty line by household formality,households_poverty_by_formality
DSD_KIIBIH@DF_B11,OECD.DEV.LAC,Workers living with less than the national poverty line by worker formality,workers_national_poverty_formality
DSD_KIIBIH@DF_B12,OECD.DEV.LAC,"Workers living with less than the international poverty line by worker formality, gender and status in employment",workers_international_poverty_gender_status
DSD_KIIBIH@DF_B13,OECD.DEV.LAC,Workers covered by health insurance by worker formality,workers_health_insurance_formality
DSD_KIIBIH@DF_B14,OECD.DEV.LAC,Households with at least one member benefiting from a pension by household informality,households_pension_by_informality
DSD_KIIBIH@DF_B17,OECD.DEV.LAC,Health expenditure as share of household expenditure by household informality,health_expenditure_household_informality
DSD_KIIBIH@DF_B18,OECD.DEV.LAC,Hourly earnings ratio of formal to informal employees,hourly_earnings_formal_informal_ratio
DSD_KIIBIH@DF_B19,OECD.DEV.LAC,Dependents by household informality and age group,dependents_household_informality_age
DSD_KIIBIH@DF_B20,OECD.DEV.LAC,Workers by formality status gender and hours worked,workers_formality_gender_hours
DSD_KIIBIH@DF_B21,OECD.DEV.LAC,Informal workers by gender and age group,informal_workers_gender_age
DSD_KIIBIH@DF_B22,OECD.DEV.LAC,Informal workers by gender and level of education,informal_workers_gender_education
DSD_KIIBIH@DF_B23,OECD.DEV.LAC,Informal workers by gender and location,informal_workers_gender_location
DSD_KIIBIH@DF_B24,OECD.DEV.LAC,Informal workers by gender and status in employment,informal_workers_gender_employment_status
DSD_KIIBIH@DF_B26,OECD.DEV.LAC,Workers contributing to pension by worker formality and gender,pension_contributors_formality_gender
DSD_KIIBIH@DF_B28,OECD.DEV.LAC,Population living with less than the international poverty line by household formality and gender,poverty_household_formality_gender
DSD_KIIBIH@DF_B5,OECD.DEV.LAC,Informal workers by gender and household informality,informal_workers_gender_household
DSD_KIIBIH@DF_B6,OECD.DEV.LAC,Population by urbanisation level and household informality,population_urbanisation_household_informality
DSD_KIIBIH@DF_B7,OECD.DEV.LAC,Population by households informality and welfare quintile,population_household_informality_welfare_quintile
DSD_KIIBIH@DF_B8,OECD.DEV.LAC,Workers by firm size and formality status,workers_firm_size_formality
DF_T2SEV4EYSJTJMT3HVC8I,OECD.DEV.NPG,T2SEV4EYSJTJMT3HVC8I,t2sev4eysjtjmt3hvc8i
DF_TIG8YUX3T8CSYX7HSAMZ,OECD.DEV.NPG,TIG8YUX3T8CSYX7HSAMZ,tig8yux3t8csyx7hsamz
DSD_GID@DF_GID_2023,OECD.DEV.NPG,"Gender, Institutions and Development Database (GID-DB) 2023",gender_institutions_development_2023
DSD_SIGI@DF_SIGI_2023,OECD.DEV.NPG,Social Institutions and Gender Index (SIGI) 2023,social_institutions_gender_index_2023
DSD_PMR@DF_PMR,OECD.ECO.GCRD,Product market regulation,product_market_regulation
DSD_PMR@DF_PMR_WBG,OECD.ECO.GCRD,Product market regulation OECD-WBG (World Bank Group),product_market_regulation_wbg
DSD_CPU@DF_CPU,OECD.ECO.MAD,Climate Policy Uncertainty,climate_policy_uncertainty
DSD_EO@DF_EO,OECD.ECO.MAD,Economic Outlook 117,economic_outlook_117
DSD_EO_114@DF_EO_114,OECD.ECO.MAD,Economic Outlook 114,economic_outlook_114
DSD_EO_115@DF_EO_115,OECD.ECO.MAD,Economic Outlook 115,economic_outlook_115
DSD_EO_116@DF_EO_116,OECD.ECO.MAD,Economic Outlook 116,economic_outlook_116
DSD_EPS@DF_EPS,OECD.ECO.MAD,OECD Environmental Policy Stringency Index,environmental_policy_stringency_index
DSD_AN_HOUSE_PRICES@DF_HOUSE_PRICES,OECD.ECO.MPD,Analytical house prices indicators,analytical_house_prices
DSD_EAG_IT@DF_EAG_IT_AGE,OECD.EDU.IMEP,Instruction time in compulsory general education by age,instruction_time_by_age
DSD_EAG_IT@DF_EAG_IT_ALL,OECD.EDU.IMEP,Student instruction time - full dataset,student_instruction_time_full
DSD_EAG_IT@DF_EAG_IT_ISCED,OECD.EDU.IMEP,Instruction time in compulsory general education,compulsory_education_instruction_time
DSD_EAG_IT@DF_EAG_IT_ISCED_REG,OECD.EDU.IMEP,Instruction time in compulsory general education (subnational data),instruction_time_subnational
DSD_EAG_IT@DF_EAG_IT_ORG,OECD.EDU.IMEP,Organisation of compulsory general education,compulsory_education_organization
DSD_EAG_IT@DF_EAG_IT_ORG_REG,OECD.EDU.IMEP,Organisation of compulsory general education (subnational data),compulsory_education_organization_regional
DSD_EAG_IT@DF_EAG_IT_SUBJ_AGE,OECD.EDU.IMEP,Instruction time per subject by age,instruction_time_by_subject_age
DSD_EAG_IT@DF_EAG_IT_SUBJ_ISCED,OECD.EDU.IMEP,Instruction time per subject by level of education,instruction_time_by_subject_level
DSD_EAG_LSO_EA@DF_LSO_EARN_ALL,OECD.EDU.IMEP,Education and earnings (EARNINGS) (full dataset),education_earnings_full
DSD_EAG_LSO_EA@DF_LSO_EARN_DISTR_MEDIAN,OECD.EDU.IMEP,"Earners distribution based on their level of earnings relative to the overall median, by age group, gender and educational attainment level",earnings_distribution_median
DSD_EAG_LSO_EA@DF_LSO_EARN_FIELD,OECD.EDU.IMEP,"Earnings differences by field of study among tertiary-educated workers, by age group, gender and level of tertiary educational attainment",earnings_by_field_of_study
DSD_EAG_LSO_EA@DF_LSO_EARN_REL_BEL,OECD.EDU.IMEP,"Earnings of workers relative to the earnings of workers with below upper secondary educational attainment, by age group, gender and educational attainment level",earnings_relative_to_below_upper_secondary
DSD_EAG_LSO_EA@DF_LSO_EARN_REL_MALE,OECD.EDU.IMEP,"Earnings differences by gender, by age group and educational attainment level",earnings_differences_by_gender
DSD_EAG_LSO_EA@DF_LSO_EARN_REL_NATIVE,OECD.EDU.IMEP,"Earnings differences by country of birth and age at migration, by age group, gender and educational attainment level",earnings_by_country_of_birth
DSD_EAG_LSO_EA@DF_LSO_EARN_REL_UPPER,OECD.EDU.IMEP,"Earnings of workers relative to the earnings of workers with upper secondary educational attainment, by age group, gender and educational attainment level",earnings_relative_upper_secondary
DSD_EAG_LSO_EA@DF_LSO_EARN_REL_YAD,OECD.EDU.IMEP,"Earnings of workers relative to the earnings of 25-34 year-olds, by age group, gender and educational attainment level",earnings_relative_young_adults
DSD_EAG_LSO_EA@DF_LSO_NEAC_ALL,OECD.EDU.IMEP,National Educational Attainment Classification (NEAC) and labour market status (full dataset),education_attainment_labour_market
DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_DURUNEMP,OECD.EDU.IMEP,"Duration of unemployment distribution among unemployed adults, by educational attainment, age group and gender",unemployment_duration_by_education
DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA,OECD.EDU.IMEP,"Adults' educational attainment distribution, by age group and gender",education_attainment_distribution
DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_FIELD,OECD.EDU.IMEP,"Field of study distribution of tertiary-educated adults, by level of tertiary educational attainment, age group and gender",tertiary_field_of_study
DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_EA_MIGR,OECD.EDU.IMEP,"Adults' educational attainment distribution, by country of birth, age group and gender",education_attainment_by_birthplace
DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_GENDER,OECD.EDU.IMEP,"Adults' gender distribution, by educational attainment level and age group",gender_distribution_by_education
DSD_EAG_LSO_EA@DF_LSO_NEAC_DISTR_MIGR,OECD.EDU.IMEP,"Adults' migration status distribution, by educational attainment level, age group and gender",migration_status_by_education
DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP,OECD.EDU.IMEP,"Employment rates of adults, by educational attainment, age group and gender",employment_rates_by_education
DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_FIELD,OECD.EDU.IMEP,"Employment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",tertiary_employment_by_field
DSD_EAG_LSO_EA@DF_LSO_NEAC_EMP_MIGR,OECD.EDU.IMEP,"Employment rates of adults, by educational attainment, age group, gender, country of birth and age at migration",employment_by_migration
DSD_EAG_LSO_EA@DF_LSO_NEAC_INAC,OECD.EDU.IMEP,"Inactivity rates of adults, by educational attainment, age group and gender",adult_inactivity_rates
DSD_EAG_LSO_EA@DF_LSO_NEAC_INAC_FIELD,OECD.EDU.IMEP,"Inactivity rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",tertiary_inactivity_by_field
DSD_EAG_LSO_EA@DF_LSO_NEAC_INAC_MIGR,OECD.EDU.IMEP,"Inactivity rates of adults, by educational attainment, age group, gender, country of birth and age at migration",inactivity_by_migration
DSD_EAG_LSO_EA@DF_LSO_NEAC_LF,OECD.EDU.IMEP,"Labour force participation rates of adults, by educational attainment, age group and gender",labour_force_participation
DSD_EAG_LSO_EA@DF_LSO_NEAC_UNEMP,OECD.EDU.IMEP,"Unemployment rates of adults, by educational attainment, age group and gender",adult_unemployment_rates
DSD_EAG_LSO_EA@DF_LSO_NEAC_UNEMPLOYED,OECD.EDU.IMEP,"Share of unemployed adults among all adults, by educational attainment level, age group and gender",unemployed_adult_share
DSD_EAG_LSO_EA@DF_LSO_NEAC_UNEMP_FIELD,OECD.EDU.IMEP,"Unemployment rates of tertiary-educated adults, by field of study, tertiary educational attainment, age group and gender",tertiary_unemployment_by_field
DSD_EAG_LSO_EA@DF_LSO_NEAC_UNEMP_MIGR,OECD.EDU.IMEP,"Unemployment rates of adults, by educational attainment, age group, gender, country of birth and age at migration",unemployment_by_migration
DSD_EAG_LSO_EA@DF_LSO_TRANS,OECD.EDU.IMEP,"Distribution of young adults' education and work status, for a given level of educational attainment, age group and gender",youth_education_work_distribution
DSD_EAG_LSO_EA@DF_LSO_TRANS_ALL,OECD.EDU.IMEP,Youth's transition from education to work (TRANS) (full dataset),youth_education_work_transition
DSD_EAG_LSO_EA@DF_LSO_TRANS_MIGR,OECD.EDU.IMEP,"Share of young adults who are not employment nor in formal education or training (NEET), by country of birth and age at migration",youth_neet_migration
DSD_EAG_SAL_ACT@DF_ALL,OECD.EDU.IMEP,Actual salaries of teachers and school heads - full dataset,teacher_school_head_salaries
DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_ALL,OECD.EDU.IMEP,Actual salary of teachers and school heads - full dataset,teacher_school_head_salaries_full
DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_SCH,OECD.EDU.IMEP,School heads' actual salary,school_head_salaries
DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_SCH_REG,OECD.EDU.IMEP,School heads' actual salary (subnational data),school_head_salaries_regional
DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_SCH_REL,OECD.EDU.IMEP,School heads' actual salary relative to earnings of tertiary-educated workers,school_head_salaries_relative
DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_TCH,OECD.EDU.IMEP,Teachers' actual salary,teacher_salaries
DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_TCH_REG,OECD.EDU.IMEP,Teachers' actual salary (subnational data),teacher_salaries_regional
DSD_EAG_SAL_ACT@DF_EAG_SAL_ACT_TCH_REL,OECD.EDU.IMEP,Teachers' actual salary relative to earnings of tertiary-educated workers,teacher_salary_vs_tertiary_educated
DSD_EAG_SAL_ACT@DF_SCH,OECD.EDU.IMEP,School heads' actual salaries,school_head_actual_salaries
DSD_EAG_SAL_ACT@DF_SCH_REG,OECD.EDU.IMEP,School heads' actual salaries - Subnational entities,school_head_salaries_subnational
DSD_EAG_SAL_ACT@DF_SCH_REL,OECD.EDU.IMEP,School heads' actual salaries relative to workers' earnings,school_head_salary_vs_workers
DSD_EAG_SAL_ACT@DF_TCH,OECD.EDU.IMEP,Teachers' actual salaries,teacher_actual_salaries
DSD_EAG_SAL_ACT@DF_TCH_REG,OECD.EDU.IMEP,Teachers' actual salaries - Subnational entities,teacher_salaries_subnational
DSD_EAG_SAL_ACT@DF_TCH_REL,OECD.EDU.IMEP,Teachers' actual salaries relative to workers' earnings,teacher_salary_vs_workers
DSD_EAG_SAL_STA@DF_ALL,OECD.EDU.IMEP,Statutory salaries of teachers and school heads - full dataset,statutory_salaries_full_dataset
DSD_EAG_SAL_STA@DF_EAG_SAL_STA_ALL,OECD.EDU.IMEP,Statutory salary of teachers and school heads - full dataset,teacher_school_head_statutory_salaries
DSD_EAG_SAL_STA@DF_EAG_SAL_STA_SCH,OECD.EDU.IMEP,School heads' statutory salary,school_head_statutory_salary
DSD_EAG_SAL_STA@DF_EAG_SAL_STA_SCH_REL,OECD.EDU.IMEP,School heads' statutory salary relative to earnings of tertiary-educated workers,school_heads_salary_tertiary_ratio
DSD_EAG_SAL_STA@DF_EAG_SAL_STA_TCH,OECD.EDU.IMEP,Teachers' statutory salary,teachers_statutory_salary
DSD_EAG_SAL_STA@DF_EAG_SAL_STA_TCH_COM,OECD.EDU.IMEP,Comparison of teachers' statutory salary,teachers_salary_comparison
DSD_EAG_SAL_STA@DF_EAG_SAL_STA_TCH_REG,OECD.EDU.IMEP,Teachers' statutory salary (subnational data),teachers_salary_subnational
DSD_EAG_SAL_STA@DF_EAG_SAL_STA_TCH_REL,OECD.EDU.IMEP,Teachers' statutory salary relative to earnings of tertiary-educated workers,teachers_salary_tertiary_ratio
DSD_EAG_SAL_STA@DF_SCH,OECD.EDU.IMEP,School heads' statutory salaries,school_heads_salaries
DSD_EAG_SAL_STA@DF_SCH_REL,OECD.EDU.IMEP,School heads' statutory salaries relative to workers' earnings,school_heads_salary_workers_ratio
DSD_EAG_SAL_STA@DF_TCH,OECD.EDU.IMEP,Teachers' statutory salaries,teachers_salaries
DSD_EAG_SAL_STA@DF_TCH_CHG,OECD.EDU.IMEP,Change in teachers' statutory salaries over the career,teachers_salary_career_change
DSD_EAG_SAL_STA@DF_TCH_COM,OECD.EDU.IMEP,Comparative indicators on teachers' statutory salaries,teachers_salary_comparative
DSD_EAG_SAL_STA@DF_TCH_REG,OECD.EDU.IMEP,Teachers' statutory salaries - Subnational entities,teacher_salaries_subnational
DSD_EAG_SAL_STA@DF_TCH_REL,OECD.EDU.IMEP,Teachers' statutory salaries relative to workers' earnings,teacher_salaries_relative_earnings
DSD_EAG_SAL_TREND@DF_ALL,OECD.EDU.IMEP,Trends in teachers' salaries - full dataset,teacher_salary_trends_all
DSD_EAG_SAL_TREND@DF_EAG_SAL_TREND_ACT,OECD.EDU.IMEP,Trends in teachers’ actual salary since 2000,teacher_actual_salary_trends
DSD_EAG_SAL_TREND@DF_EAG_SAL_TREND_ALL,OECD.EDU.IMEP,Trends in teachers' salary - full dataset,teacher_salary_trends_complete
DSD_EAG_SAL_TREND@DF_EAG_SAL_TREND_STA,OECD.EDU.IMEP,Trends in teachers’ statutory salary since 2000,teacher_statutory_salary_trends
DSD_EAG_SAL_TREND@DF_TCH_ACT,OECD.EDU.IMEP,Trends in teachers’ actual salaries since 2000,teacher_actual_salaries_trends
DSD_EAG_SAL_TREND@DF_TCH_STA,OECD.EDU.IMEP,Trends in teachers’ statutory salaries since 2000,teacher_statutory_salaries_trends
DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SHARE_EDU_GOV,OECD.EDU.IMEP,Share of total government expenditure on education,education_share_government_expenditure
DSD_EAG_UOE_FIN@DF_UOE_FIN_INDIC_SOURCE_NATURE,OECD.EDU.IMEP,"Full dataset - Indicators, source, destination and nature of expenditure on education",education_expenditure_source_nature
DSD_EAG_UOE_FIN@DF_UOE_FIN_NATURE,OECD.EDU.IMEP,Allocation of expenditure (from all sources) - full dataset,education_expenditure_allocation
DSD_EAG_UOE_FIN@DF_UOE_FIN_NATURE_CUR_CAP,OECD.EDU.IMEP,Capital and total current expenditure on education (from all sources),education_capital_current_expenditure
DSD_EAG_UOE_FIN@DF_UOE_FIN_NATURE_STAFF,OECD.EDU.IMEP,Expenditure on staff compensation in educational institutions (from all sources),education_staff_compensation
DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE,OECD.EDU.IMEP,Source and destination of expenditure - full dataset,education_expenditure_source_destination
DSD_EAG_UOE_FIN@DF_UOE_FIN_SOURCE_GV_PR_NDOM,OECD.EDU.IMEP,"Distribution of government, private and non-domestic expenditure on educational institutions",education_funding_distribution
DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_GDP,OECD.EDU.IMEP,Expenditure on educational institutions as a percentage of GDP,education_expenditure_gdp_percentage
DSD_EAG_UOE_FIN@DF_UOE_INDIC_FIN_PERSTUD,OECD.EDU.IMEP,Expenditure on educational institutions per full-time equivalent student,education_expenditure_per_student
DSD_EAG_UOE_FIN_ANNEX@DF_UOE_FIN_ANNEX,OECD.EDU.IMEP,Reference statistics for education finance indicators,education_finance_reference
DSD_EAG_UOE_FIN_ENR@DF_UOE_FIN_ENR,OECD.EDU.IMEP,Enrolment data adjusted to the financial year,education_enrolment_financial_year
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_AGE,OECD.EDU.IMEP,Share of teachers by age range,teachers_age_distribution
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_CLS,OECD.EDU.IMEP,Average class size,class_size
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_RAW_AGE,OECD.EDU.IMEP,Number of classroom teachers and academic staff by age,teachers_by_age
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_RAW_INST,OECD.EDU.IMEP,Number of classroom teachers and academic staffs by type of institution,teachers_by_institution
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_RAW_INST2,OECD.EDU.IMEP,Number of teacher aides,teacher_aides
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_SEX,OECD.EDU.IMEP,Share of teachers by gender and age range,teachers_by_gender_age
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STR,OECD.EDU.IMEP,Ratio of students to teaching staff by type of institution,student_teacher_ratio
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_PERS_STU,OECD.EDU.IMEP,Number of students adjusted to classroom teachers and academic staffs by type of institution,students_per_teacher
DSD_EAG_UOE_NON_FIN_PERS@DF_UOE_NF_TEACH_DB,OECD.EDU.IMEP,Teachers (full database),teachers_full_database
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_FIELD,OECD.EDU.IMEP,"Distribution of enrolled students, new entrants and graduates by field of education",students_by_field
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_RPTR,OECD.EDU.IMEP,Repetition rate by level of education,repetition_rate
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_DIST_VET,OECD.EDU.IMEP,Distribution of students in vocational education and training programmes by level of education,vocational_education_student_distribution
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_ENRL_RATE,OECD.EDU.IMEP,Enrolment rate by age,enrolment_rate_by_age
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_MEAN_AGE,OECD.EDU.IMEP,"Mean age of enrolled students, new entrants and graduates",student_mean_age
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_NAT_MOB,OECD.EDU.IMEP,Share of national tertiary students enrolled abroad,tertiary_students_abroad_share
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_NR_NAT_ABROAD,OECD.EDU.IMEP,Number of national tertiary students enrolled abroad,tertiary_students_abroad_count
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_ADULT,OECD.EDU.IMEP,Number of enrolled adults by age and level of education,adult_students_by_age
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_AGE,OECD.EDU.IMEP,"Number of enrolled students, new entrants and graduates by age",students_by_age
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_FIELD,OECD.EDU.IMEP,"Number of enrolled students, graduates and new entrants by field of education",students_by_field
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_INST,OECD.EDU.IMEP,Number of enrolled students and graduates by type of institution,students_by_institution_type
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_MOB,OECD.EDU.IMEP,Number of mobile students enrolled and graduated by country of origin,mobile_students_by_origin
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_RAW_RPTR,OECD.EDU.IMEP,Number of students and repeaters by grade and level of education,students_repeaters_by_grade
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_FIELD,OECD.EDU.IMEP,Share of new entrants and graduates in each field of education by gender,entrants_graduates_by_field
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_FIRST,OECD.EDU.IMEP,Share of new entrants to and first-time graduates at tertiary education,first_time_tertiary_students
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_GENDER,OECD.EDU.IMEP,"Share of enrolled students, new entrants and graduates by gender",students_by_gender
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_INST,OECD.EDU.IMEP,Distribution of enrolled students and graduates by type of institution,students_by_institution_type
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_MOB,OECD.EDU.IMEP,"Share of mobile enrolments, new entrants and graduates",mobile_students_share
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_MOB_DEST,OECD.EDU.IMEP,Share of mobile students enrolled at tertiary level by country of destination,mobile_students_by_destination
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_MOB_ORG,OECD.EDU.IMEP,Share of mobile students enrolled at tertiary level by country of origin,mobile_students_by_origin
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_PT_FT,OECD.EDU.IMEP,Share of enrolled part-time and full-time students,part_time_full_time_students
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_RPTR,OECD.EDU.IMEP,Share of repeaters by gender and level of education,repeaters_by_gender_level
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_SHARE_VET,OECD.EDU.IMEP,Share of students enrolled in school and work-based programmes,school_work_based_enrollment_share
DSD_EAG_UOE_NON_FIN_STUD@DF_UOE_NF_STUD_DB,OECD.EDU.IMEP,Student (full database),student_full_database
DSD_EAG_WT@DF_ACT_TCH,OECD.EDU.IMEP,Teachers' actual teaching time,teachers_actual_teaching_time
DSD_EAG_WT@DF_ALL,OECD.EDU.IMEP,Teaching and working time of teachers - full dataset,teaching_working_time_full
DSD_EAG_WT@DF_EAG_WT_ACT_TCH,OECD.EDU.IMEP,Teachers' actual annual teaching time,teachers_actual_annual_teaching_time
DSD_EAG_WT@DF_EAG_WT_ALL,OECD.EDU.IMEP,Teaching and working time of teachers and school heads - full dataset,teachers_school_heads_time_full
DSD_EAG_WT@DF_EAG_WT_STA_SCH,OECD.EDU.IMEP,School heads' working time,school_heads_working_time
DSD_EAG_WT@DF_EAG_WT_STA_TCH,OECD.EDU.IMEP,Teachers' statutory teaching and working time,teachers_statutory_teaching_working_time
DSD_EAG_WT@DF_EAG_WT_STA_TCH_REG,OECD.EDU.IMEP,Teachers' statutory teaching and working time (subnational data),teachers_statutory_time_subnational
DSD_EAG_WT@DF_STA_TCH,OECD.EDU.IMEP,Teachers' statutory teaching and working time,dsd_eag_wt@sta_tch
DSD_EAG_WT@DF_STA_TCH_REG,OECD.EDU.IMEP,Teachers' statutory teaching and working time - Subnational entities,teachers_teaching_time_subnational
DSD_EAG_WT_TREND@DF_ALL,OECD.EDU.IMEP,Trends in teachers' statutory teaching time since 2000,teachers_teaching_time_trends
DSD_EAG_WT_TREND@DF_EAG_WT_TREND,OECD.EDU.IMEP,Trends in teachers' statutory teaching time since 2000,teachers_teaching_time_trends
DSD_EAG_WT_TREND@DF_EAG_WT_TREND_ALL,OECD.EDU.IMEP,Trends in teaching time of teachers - full dataset,teachers_teaching_time_full
DSD_HCQO@DF_AC,OECD.ELS.HD,Acute care,healthcare_acute_care
DSD_HCQO@DF_CC,OECD.ELS.HD,Cancer care,healthcare_cancer_care
DSD_HCQO@DF_EOLC,OECD.ELS.HD,End-of-life care,healthcare_end_of_life
DSD_HCQO@DF_HCQO,OECD.ELS.HD,Healthcare quality and outcomes,healthcare_quality_outcomes
DSD_HCQO@DF_IC,OECD.ELS.HD,Integrated care,healthcare_integrated_care
DSD_HCQO@DF_MH,OECD.ELS.HD,Mental healthcare,mental_healthcare
DSD_HCQO@DF_MHPREM,OECD.ELS.HD,Mental health - patient reported experience measures,mental_health_patient_experience
DSD_HCQO@DF_PC,OECD.ELS.HD,Primary care,primary_care
DSD_HCQO@DF_PE,OECD.ELS.HD,Patient experiences,patient_experiences
DSD_HCQO@DF_PIPC,OECD.ELS.HD,Prescribing in primary care,primary_care_prescribing
DSD_HCQO@DF_PS,OECD.ELS.HD,Patient safety,patient_safety
DSD_HEALTH_EMP_REAC@DF_PHYS,OECD.ELS.HD,Physicians,physicians
DSD_HEALTH_EMP_REAC@DF_PHYS_AGE_SEX,OECD.ELS.HD,Physicians by age and sex,physicians_age_sex
DSD_HEALTH_EMP_REAC@DF_PHYS_CAT,OECD.ELS.HD,Physicians by categories,physicians_categories
DSD_HEALTH_EMP_REAC@DF_REAC,OECD.ELS.HD,Healthcare human resources,healthcare_human_resources
DSD_HEALTH_EMP_REAC@DF_SOC_EMPLOY,OECD.ELS.HD,Health and social employment,health_social_employment
DSD_HEALTH_LTCR@DF_HEALTH_LTCR,OECD.ELS.HD,Long-term care resources and utilisation,long_term_care_resources
DSD_HEALTH_LTCR@DF_HEALTH_LTCR_BED,OECD.ELS.HD,Long-term care resources and utilisation - beds,long_term_care_beds
DSD_HEALTH_LTCR@DF_HEALTH_LTCR_RECIPIENT,OECD.ELS.HD,Long-term care resources and utilisation - recipients,long_term_care_recipients
DSD_HEALTH_LTCR@DF_HEALTH_LTCR_WORKER,OECD.ELS.HD,Long-term care resources and utilisation - workers,long_term_care_workers
DSD_HEALTH_LTCR_FAC_OWNER@DF_HEALTH_LTCR_FAC_OWNER,OECD.ELS.HD,Long-term care resources and recipients by facility ownership,long_term_care_facility_ownership
DSD_HEALTH_LVNG@DF_HEALTH_LVNG,OECD.ELS.HD,Risk factors for health,health_risk_factors
DSD_HEALTH_LVNG@DF_HEALTH_LVNG_AC,OECD.ELS.HD,Alcohol consumption,alcohol_consumption
DSD_HEALTH_LVNG@DF_HEALTH_LVNG_BW,OECD.ELS.HD,Body weight,body_weight
DSD_HEALTH_LVNG@DF_HEALTH_LVNG_FSC,OECD.ELS.HD,Food supply and consumption,food_supply_consumption
DSD_HEALTH_LVNG@DF_HEALTH_LVNG_TC,OECD.ELS.HD,Tobacco consumption,tobacco_consumption
DSD_HEALTH_LVNG@DF_HEALTH_LVNG_VP,OECD.ELS.HD,Use of vaping products,vaping_product_use
